review_id,user_id,business_id,stars,date,text,name,review_count,yelping_since,friend_count,useful,funny,cool,fans,state,review_length,word_count,account_age_days,reviews_per_day,states_reviewed_in,reviews_same_day,is_fake,is_short_review,is_extreme_rating,is_low_social,is_single_review_account,is_high_velocity,spam_score
b4gc9ihzOUnEcEZpVjZn0w,dVPK8j6FHPkFN3UQhKQCdo,A-5IN85MwL9F8wJRsDna6g,1.0,2018-02-08 00:00:00,"It was clean enough and the tables were being turned over pretty fast. For the amount of food, I thought the cost was fair. Not cheap exactly, but not ridiculous either. The tacos tasted fresh enough, just smaller than I pictured from the photos. I liked the soup more than the entree honestly. Definitely coming back. It looked better online than it did in person. Nothing was awful but I left disappointed. Service was friendly and everything tasted fresh. Pretty smooth experience from start to finish.",User,212,2017-12-24 00:00:00,12,7,0,0,1,NJ,505,86,737,0.3973,5,1,True,0,1,0,0,0,1
gtC1TzArvlLdrB3vlGwxnQ,veZGsORMB2Ti-AMxoXIP0g,r_oscENLKdrF2KNyWP4oow,4.0,2018-11-25 13:50:20,"I've really enjoyed coming to this Di Brunos, the one on Chestnut St in Rittenhouse and the one in the food court at The Comcast Center.  The cool thing about the different locations is that it seems that they each have different things that they offer which I enjoy more than another.  I think that this store and the one in the food court are smaller than Rittenhouse, so less of a selection, however everyone seems very friendly and helpful here, which is really nice.  I enjoyed a delicious Pronto Chicken sandwich here, I always enjoy the loose cookies, they have a nice refrigerated selection of beverages and I have seen this location offer a few items from Pure Fare, which is great, I have become a real fan of Pure Fare.  I also am happy to see that Di Bruno's has select yogurts like Siggi's and Oui, which are great and not available everywhere!

It was unfortunate that when I went yesterday, over Thanksgiving weekend, the option to use my debit card for payment was not available so I had to use my credit card.  They were a bit limited on items because of the holiday, but I did enjoy some delicious sausage stuffing, some meatballs and delicious sugar cookies. 

This is a great location, being right near Jefferson and next to the Franklin is very convenient.  I will definitely stop here again when in this area for an appointment.  I am a fan!",Amy,442,2013-08-04 22:57:32,162,788,92,370,15,PA,1363,245,4646,0.0951356005165734,1,1,False,0,0,0,0,0,0
TIoWy8KNKLUbMdiUfj4bYg,m9-k_HUixxTOVGhzE6OqGQ,iHxKKQwUaFj7PzCddBEVZg,5.0,2019-05-14 16:56:49,"After completing a family cruise we spent a day in Tampa and found this gem of a restaurant. The special fruit combo smoothie was magical and the food wonderful.  It was like going to Big Mama's house.   Chef Tony puts love in the food.  

Portions were generous, presentation was amazing and the flavor was very special.  When in Tampa, make the stop at Triana Caribbean Cuisine for that perfect mashup of flavor, customer service and good eating.  

Awesomeness takes time, so enjoy the folks at your table, because when the food comes no one will be talking, only the clanking of forks and knives on the plate will be heard.",Samuel,14,2011-04-24 00:46:03,3,16,1,5,0,FL,627,110,5479,0.0025552108048914,1,1,False,0,0,0,0,0,0
fcGy_UHBOtK6pifCu7htTQ,DfvN1NN6JcZMsIAfv7W6_w,4hwmCBtmeMmB3UYeSewdPA,5.0,2018-03-17 20:14:55,"I finally made it here for breakfast today with my husband and regret not coming sooner. The staff and hostess were so friendly. I really enjoyed the beach like atmosphere as well as the display of delicious pies to my left as you enter.
The chocolate chip pancakes were sweet and delectable just like I hoped and big! Devoured! My husband and I shared a bit of potato pancake hash and grits. Delicious and thank you for the bottomless fresh cups of coffee. We took two pieces of pie to go I'm sure they are incredible. Nice talking to Zukie the pie baker who wins prizes and Dave a runner like me :-)
Be back soon",Jean,16,2014-06-01 18:20:13,2,8,2,7,0,FL,614,116,4345,0.0036823935558112,1,1,False,0,1,0,0,0,1
kv0nA9dlIh4W5ZjaeYETJw,Kc2oZmUX2AdfJ5p29RLETw,ZRwBqPLrO5Yf4ToXeijQ8Q,1.0,2018-04-04 18:53:00,Worst hamburger I've ever had. It looked like they ran down to Winn Dixie and slapped it together. Not at all worth $12.,Cara,8,2012-12-12 22:09:26,0,6,0,0,0,FL,120,23,4881,0.001639008399918,1,1,False,1,0,0,0,0,1
ZIeflZj13TZt70oCOqmlig,fq3G1A2Lo3hIe8cJnBFEiQ,hAmuto6UndVroyd_DaD-TA,5.0,2018-07-21 20:21:06,My new favorite seafood hub. Excellent food and service. Fish and chips is a must have. Yum!,Todd,3,2009-11-18 17:23:41,0,0,0,0,0,FL,92,17,6001,0.0004999166805532,1,1,False,1,1,1,1,0,4
lItnCd09vDCCXhoiVkB6Fw,VXwH_pQH8YGNP3TTcCQ1pw,OAWa1WML2V1ZLJGD6V3nBQ,5.0,2019-08-02 12:32:16,"The place was a great find!!!   The service was friendlyand the food outstanding! The breakfast sandwich with eggs, arugūa, and cheese - delicious and gifantic.",Sam,11,2013-06-18 22:14:28,51,1,0,3,0,PA,160,25,4693,0.0023439164713402,1,1,False,1,1,0,0,0,2
dLvJtokAi06qto4QBaFxDw,20ab2nOR3w4lY5m8KdBpNw,OsmHS0f9VPqrU7s3e5uVGA,5.0,2018-04-20 18:53:19,"A group of five of us went on a Saturday night around seven without reservations. The hostess said it was only going to be a 30min wait which I thought was great for not having reservations and going during peak hours. We sat at the bar and had a Picon punch while we waited. 

The bar staff was friendly and it was easy to get drinks. The price of a Picon Punch is only $5, which is a reasonable price and the taste is strong but not overwhelming. On the menu, there is a little snippet of history about the Picon which is an interesting read. 

We were seated in less than 30 minutes so we were able to take our drinks to the table. The server was prompt in taking our drink order and returning to take food order. The special was shrimp in white sauce and capers for $27. Two people in my group ordered the special, and another ordered the roasted leg of lamb for $28. I ordered sweetbreads for $26 and the last person ordered no entrée dinner for $22. All entrées included an array of food. 

The meal is served traditional Basque family style. The dinner starts with a soup of the day which was vegetable for us. It was a good light start to the meal and it was served with French bread. They also brought out a carafe of house wine. Next came the Basque beans, salad, and French fries. Soon after came the first course which was chicken and rice. The portions were large enough for people to have seconds' and even thirds. It was all great and I especially enjoyed the salad. It was romaine, tomatoes and onions tossed in a balsamic vinaigrette. 

After the first course, they brought out the entrées which were also large enough to share. The sweetbread were sautéed in garlic, onions, and peppers. I do recommend that everyone give them a try. The rest of the entrées were just as good. By the end, the whole group was stuffed. The last thing they bring out is dessert which is either ice cream or jack cheese and fruit. 

The price may seem a little high at first depending out what you order, but by the end you realize it is worth it. The amount of food that is included is very much worth the price. Also, the family style gives you a chance to try a little bit of everything.

Overall the food was more than expected and tasted great. The service was fast and the wait was not bad at all. Parking was a little tough, but that is because of a local soccer game nearby. We found something after looking for a couple of minutes. The overall restaurant was clean and kept for being in an older building. I enjoyed my experience and I would recommend Louie's to anyone.",Hector,1,2015-11-26 04:09:42,0,2,0,1,0,NV,2577,484,3802,0.0002630194634402,1,1,False,0,1,0,1,0,2
JHylKe28Gh7LndMBCt0xtA,F4WK1BAEwoYdbqrEGeuOWg,xwKYBPO0ByGlkvNcr8FdqQ,3.0,2019-09-02 02:01:37,We came here for the chocolate souffle. Free glass of wine with Yelp cheech in was a nice surprise.  The food was fine. A little pricey and the decor was quite shabby. Needs a good cleaning and an interior design refresh. We may be back to try something more substantial.,Magic,221,2011-09-28 19:07:59,22,293,56,67,10,AZ,271,50,5322,0.0415257422021796,1,1,False,0,0,0,0,0,0
PrtVeUJQUFG-W3rB45Be4w,9iNsUV9O4Uk3cvGym7nOjw,9gOB2Tqc_LtvSRDxviFlHA,5.0,2018-03-30 17:50:17,"I LOVED THE FOOD and especially our waiter, David! He was super sweet and was extremely helpful. 
I had the arugula salad salad and it was amazing as well!!!",Audrey,2,2017-04-16 20:15:03,191,0,0,0,0,NJ,157,29,3295,0.0006069802731411,2,1,False,1,1,0,1,0,3
Sh1q4mqTwcJEDUHda_66Hg,WqeE5e5ROfaVEgkb9dAkiQ,CVJsqDS_XmI0CGbLC1EclQ,5.0,2018-03-01 03:04:50,"Another great experience at this location! I thought I was being a bit difficult with the 30% sugar, less ice situation for almost all my drinks.. but the cashier didn't fuss or show bad facial expression. The quality and taste of the drinks are great. Customer service is great.

Parking can be a little difficult but it's worth it plus it's free street parking in the northeast. I just wish there were no sugar tax lol.",Ashley,243,2016-06-16 03:41:22,107,554,95,255,38,PA,421,76,3599,0.0675187552097805,2,1,False,0,0,0,0,0,0
uzZNQUbedBM9wps9l_YpYg,taFy6reSeU0WQgAPQZcKDQ,3Wy21heeDm8h2tSZfcj6OA,4.0,2019-05-26 05:38:19,"We happen to come across this place en route to San Diego so we decided to have dinner here. It was packed but we got seated after a while. It was actually not a bad experience and I liked my pasta. As much as I wanna go back here tho, it's too out of the way. :( but hopefully next time soon we or I can come back!",Eccho,45,2013-12-21 04:59:33,55,22,39,6,0,CA,315,68,4507,0.0099844686043931,1,1,False,0,0,0,0,0,0
c13m_4T3_cySAvqBxj9F3w,1yPYphYlorF3w-Win5bvMg,-wcyPLzR81b40sCMmZpi5w,5.0,2019-04-02 22:54:00,"If you want to enjoy Bar-B-Cutie at its finest then you need to go when they open. I always order my food when they open because I work right down the street and realized when I would get it in the evening for dinner, it wouldn't be as good as when I got it for lunch. I figured out that's because they have the same opening cook and he knows what he's doing! I've been eating here for two years and I smoke food at least once a month and know how to do it right, with that being said, I'm really picky about my barbecue and the opening cook knows how to whip it up!",Anthony,7,2018-02-23 20:51:31,378,1,0,1,0,TN,566,116,2982,0.0023474178403755,1,1,False,0,1,0,0,0,1
uCZptJ5WHTwBnAyn16OKtQ,ZJIUT0ZRDZDoFAGHA2nP2w,d3jvj0_Bll5Tck4jkp6KGw,3.0,2019-08-27 17:22:58,"I was sooo disappointed in the food. My first experience with the location in Valley Forge was brought to me second hand, leftovers a friend shared with me, it was delicious and flavorful. The experience at this new location really left me sad, it was like eating a dry wad of brisket with no flavor. The Mac and cheese was also not as good I remembered it, it wasn't dry but all lacked flavor. 

The service was great, I know it's a new location so things are bound to get better.",Ekaette,53,2008-05-07 20:59:54,115,63,4,33,2,NJ,481,91,6561,0.0080780368846212,3,1,False,0,0,0,0,0,0
o9Jztydv0diRBTZIg8RcIw,htBAAIc2w3cH1GoGtrPLnw,ww3YJXu5c18aGZXWmm00qg,4.0,2018-01-01 22:58:40,"Great place to go. staff was accommodating and the food was great . Ordered the shrimp and grits and it was so amazing . Ended up getting free drinks and desserts from the manager , because they needed my group to switch tables to set up for the night & that was really nice of them . Definitely recommend coming here !",Prisca,5,2017-12-29 01:06:02,116,2,1,1,0,LA,319,62,3038,0.0016458196181698,1,1,False,0,0,0,0,0,0
cJVge_RbkQ_VVPCSyyFB5A,Utra_WbG2uEQeCNpucoIqg,Wf0uGRsMXKgVb6GVMLJKiQ,4.0,2019-03-18 16:55:39,"Le Peep still remains one of my favorites for weekend breakfast. This location has done some remodeling and it looks really nice now! I can't wait for warmer weather so I can take advantage of the outdoor patio seating. The coffee here is always great, and I love the little carafe of lemon water you get so that your refills are at your table. I've tried many things here, and today went with my favorite skillet, the beachcomber. My eggs were basted perfectly over the veggies and potatoes, and avocado is great on almost anything, right? My only wish is that the avocado was sliced instead of mashed, I think the texture would be better. Still delicious! Le Peep is definitely still a great option amid all of the new and old brunch spots in Indy.",Jennifer,194,2015-03-19 23:50:52,217,272,25,207,28,IN,750,136,4054,0.0478539713862851,1,1,False,0,0,0,0,0,0
rWo5m7A1On4zj6qKJLaT7w,XsE2L-fhUblfhz-LP-qQvQ,Ge00ikbJsoSxuo8AcDCgOQ,5.0,2018-03-10 01:45:43,"During the day this place is a very mellow Greek restaurant with great food for an average price. They offer several different sandwiches and platter variants which are fantastic, my favorite is the gyro with Greek fries! The fries are absolutely a must and have Greek spices and feta cheese sprinkled on them. They offer bread and cheese dip while you are waiting which is great on its own. At night the celebration begins with the staff singing and dancing to live Greek music while throwing napkins and smashing plates! There often is a belly dancer making her way around the dinning room. At the right time this place is dinner and entertainment! Also be sure to look out for drink specials, they had 2 for 1 sangria last time I went.",Keith,8,2016-06-29 16:58:52,242,5,0,1,0,FL,738,132,3586,0.0022308979364194,1,1,False,0,1,0,0,0,1
kPVxNguCZLTg020qD2db4Q,G2byPMoJeA2EIcH4NUX73g,jFn5pbJySxsPk0kaZfw5ig,1.0,2019-01-25 03:19:15,"Got my total at 6:42pm, ordered 
3 chicken enchiladas burritos 
2 tacos supreme no tomatoes allergies to tomatoes, 
2 cheesy Gordita supreme 
Only got 1 enchilada burrito 
Both tacos supreme had tomatoes and no sour creams 
Cheesy Gordita had no cheese inside or out and no sauce
Sucks when they had a full staff there moving slower then turtles, still making orders wrong, oh An the manager looked lost an Confused she couldn't handle her restaurant",DeLeon,34,2015-05-12 21:36:47,0,47,36,5,1,NV,450,76,4000,0.0085,1,1,False,0,1,0,0,0,1
HI0t3i0YU1jXxoXwF0iYng,DoqpE5_OlVNUNm_S25ghDQ,ktMvtPI3TBkTOpSf1sTXWw,1.0,2019-04-08 21:37:34,This place should be called Heffe home of horrible food. I came here w my friend and ordered a burrito and quesadillas. Absolutely worst burrito I ever had.  They have a crazy menu which seems to be of the worst concoctions. I don't eat fast food but I'd much rather go to Taco Bell any day over this. Hate to be so harsh but I'm sorry lol,Ramses,68,2016-12-09 23:32:13,159,101,20,38,31,PA,339,67,3423,0.0198656149576395,2,1,False,0,1,0,0,0,1
ZEUuMFP7sPpey_K5auTwBg,yp2PSM8r5zuzNvptqHwAlw,w2XdjBApTWZowED4vwilpA,5.0,2018-05-17 05:28:09,Finally proper bbq in Tucson! The owners put a lot of love and passion into the food they serve. The meats are smoky and juicy. Definitely some of the best bbq I've had.,Kevin,48,2011-01-22 07:12:30,12,39,6,27,2,AZ,169,33,5571,0.0086160473882606,1,1,False,1,0,0,0,0,1
GS9Ho1br2vh1p0XoWCaJxb,RdoKAEIA00paL1zwXJ8Q3X,2pDXWt8KnncH7FEHL25NvA,4.0,2018-11-16 00:00:00,"Price felt a touch high for what it was. Pretty smooth experience from start to finish. No big complaints, just a nice meal. Food was fresh and service was quick. Solid food, nice staff, and not much of a wait. Portions were generous and presentation was nice. Really liked the atmosphere and the portions were decent. Would absolutely visit again. Pretty smooth experience from start to finish. The leftovers held up okay the next day.. Solid food, nice staff, and not much of a wait.",User,210,2019-08-30 00:00:00,3,1,0,0,0,AZ,485,85,123,2.3658,2,8,True,0,0,0,0,1,1
usHbveYkM6po84Nwbvk_Jw,br5Itw3VOR22VvMZvoDiUg,cgBFrZC0mFVrS1q_uAJgzQ,2.0,2018-06-24 18:08:28,Service was good. Price wasn't bad. Food was unimpressive. The chicken burrito was literally a big piece of unseasoned chicken wrapped in a tortilla... not shredded or cut up or anything.,Nick,15,2012-02-23 17:36:05,177,19,6,2,0,FL,187,31,5174,0.0028991109393119,2,1,False,1,0,0,0,0,1
NvWb4omW1GH8gIz1d2DHbw,2xuWyFWrX8K7KhPD5ZxWqg,cAbdvzqtFLaAAMFIyPf2AA,5.0,2018-12-31 07:18:47,AMAZING!! Zaley was our waitress and she was phenomenal! The food was absolutely outstanding. We came for our one year anniversary and were absolutely impressed! Everything was so flavorful and the service was amazing!,Kristen,7,2016-02-03 21:11:32,393,8,0,0,2,CA,218,34,3733,0.001875167425663,1,1,False,1,0,0,0,0,1
lC0f8gsoYgn4mpI-A9oHEw,JWB2yDhROu39MsnlOIPz2g,eUoV6GeeP3GPm9Q3LK3apg,5.0,2018-04-10 01:01:49,"This is a very nice place for seafood, dinner was fabulous. We sat in the bar area our server was very attentive.  I love that when I eat out don't you?",Annette,44,2014-03-21 04:24:19,76,36,3,20,0,AZ,152,31,4417,0.0099615123386914,1,1,False,1,1,0,0,0,2
DJE8BZnPIkb3uSK9n5Z6Uw,ndSh0hxjB4tu3VOou3EQxg,L05ImY9-Qga2ri7FKrnvAw,1.0,2019-12-18 01:44:32,"Was excited when I saw the reviews, but the food didn't live up to them. Ordered the spicy drunken noodles and it wasn't spicy at all. Not much flavor overall. The Crab Rangoon had curry in it which was kinda odd.",Lamont,2,2010-01-12 03:16:02,11,1,0,0,1,FL,213,41,5946,0.0003363605785401,1,1,False,1,1,0,1,0,3
ExJKqooNu0m-xLon2a417A,kWEBaDXTeJVi-Ux05bNPfw,jxouzim2QaotZa3DYZLweg,2.0,2019-02-09 23:47:18,"online ordering steps are unintelligent. I should be able to fully edit my meal throughout the order process.

Ended up with a really bad meal.
Wont be back for awhile",Bailey,1,2018-04-15 21:20:26,58,1,0,0,0,AZ,167,30,2931,0.0003411804844762,1,1,False,0,0,0,1,0,1
34kh6SfmVRKO_6lec40QWw,LNsDufkUTJrIzQQ-u6kzlg,jkh0A69JyazG0RoWyMWtCQ,5.0,2018-08-27 23:12:05,"LOVE this place. Great beers on tap, excellent food (pierogis and brats are a must try!). Monday night is mug night, 1/2 price apps for members. Kim is frequently our server and she's super friendly and helpful. The bartenders are knowledgeable about their beers. There is even draft birch beer on tap.",Kristine,23,2017-07-15 22:33:37,23,3,0,0,0,PA,302,52,3205,0.007176287051482,1,1,False,0,1,0,0,0,1
diEiAGhxIPwcdAu_OV0_DA,thm5-gB1OWEQn1liUjdN-g,bCpdPDm3mnqMtVOZWYjEWw,5.0,2019-01-05 17:13:12,Stopped in here on a trip to Tahoe and blown away by the Chimichanga! Excellent service as well. Glad to see more vegan restaurants emerging in the world and wish this establishment great success.,Nick,10,2010-10-20 18:13:29,3,6,0,3,1,NV,196,34,5665,0.0017652250661959,1,1,False,1,0,0,0,0,1
dcjnQ61xuOVW-VleqkkPjw,vuDY2EkEsLz-iC-Ha4J10g,9kRMy3STSi9X6ETtIhrYGg,1.0,2019-10-28 00:01:50,"WORST SERVICE EVER

If you're charging $22 per person for some mediocre food, you should at least have more than one waitress running the place. We did the all you can eat option, it took more than 10 minutes for the order to be picked up, and the drinks never arrived until we asked about them...three times.

Finally they picked up the order slip, and the appetizer arrived shortly. We finished and waited patiently for the rest of the order, after a long while, only to be told that they have lost our ticket. 

""You can just order again,"" the waitress shrugged and handed us another order slip. Non apologetic what so ever. The food arrived again, only this time it's completely wrong and not what we ordered. We told the waitress that the order is wrong, and she refused to acknowledge it. Asking us, ""do you no longer want this?"" NO, WE DON'T WANT THIS BECAUSE WE DID NOT ORDER IT. 

By the way, the all you can eat option has a 1.5 hour time limit, and we sat in the restaurant for an entire hour without even seeing our main course. We walked out after that. 

Also just a side note, this ""Japanese"" restaurant is ran and owned by Chinese people. It's not a bad thing, but I thought y'all should know. 

If you're willing to spend more than you should for some mediocre food and shitty service, then Akira is right for you! If you expect to be treated with some basic human decency, I suggest you avoid this place at all cost.",Debra,1,2019-10-28 00:01:48,0,0,0,0,0,LA,1434,266,2370,0.00042194092827,1,1,False,0,1,1,1,0,3
RA-cRmx6LebTHHS8yBuaUw,IQWudtcbWpaFlTMPvMA7oQ,jwEHfhS7uLK4TJgGPfnWDw,4.0,2018-09-13 03:37:22,"Food was good and my cucumber martini was wonderful! BUT, the place is in need of an update/renovation.  They have prices of a classier place  but the ambiance is something to be desired.  The husband and I shared 4 items off the happy hour menu. The chorizo sliders,fish tacos (2), fancy grilled cheese, & Thai curry shrimp. It was plenty for us and he's a big eater.",Tracy,89,2015-07-26 13:14:25,3,58,6,34,1,AZ,368,67,3925,0.0226751592356687,1,1,False,0,0,0,0,0,0
7oWUJtI3N2Kyewl-4oR-Aw,PHQV3OYeozR9LEdpX2WmUQ,52yHny8Tx6Z-k1QOojISSg,3.0,2018-07-24 17:02:43,"I admittedly came here because of the hype, so many people saying it was the new hot burger place, I don't know why. The burger was ok, nothing that makes it different at all. In&Out has their own taste, smash, 5 guys, etc.... this is just normal with no twist. My wife got their salads and said it looks good but had no flavor, not sure we will be coming back much",Tony,171,2014-03-29 20:15:17,15,151,26,59,8,AZ,365,72,4409,0.0387843048310274,1,1,False,0,0,0,0,0,0
GZq_hXBK6uy6FohAcThPSQ,PAuvTns4z9D2dSNiw01HlA,99ENmVZDWUEkbq4X7FSg5Q,4.0,2019-09-11 02:40:28,"This place was great.  Wonderful atmosphere and great location.  The wait time is ridiculous both times I went (even though the second time we even checked in on yelp!) The hostesses were rude when we showed up to the stand 2 minutes late from when they text us. That and the fact my water sat empty almost the entire meal are the only negatives to our experience.  Other than that our waitress was wonderful.  The food was delicious.  I""m not a benedict person, but since they were known for theirs I decided to give em a whirl.  Not disappointed.  Biscuits- amazing.  Nice touch to the traditional english muffin.  I did the mix and match benedicts- one shirmp Boogaloo and the Eggs Blackstone. Both equally good in completely different ways. We will definitely be back, and be sure to check in on yelp to get in line!",Courtney,34,2015-01-12 18:50:58,6,25,12,17,0,TN,820,146,4120,0.008252427184466,1,1,False,0,0,0,0,0,0
tIx8AgwC0tNb2L4ugXr1lg,QucZn5G1YS3evtICJ7GYyg,B-dVKci8McMfSjBC0z6adA,4.0,2019-08-01 21:58:29,"I was with a young girl that is now working for me and is Russian and her mom is Polish.We were in Roxborough and I asked if she would like to get homemade pierogies to take home. This place is quite a little gem.I ended up getting potato pancakes,unfortunately they were sold out of many items except for frozen and it was just too hot to cook frozen.I will tell you the food was very good,her mother loved it and wants to order so her daughter can bring it home.I will in the future preorder so I get to try some stuffed cabbage.",Joann,45,2017-10-20 23:16:42,4,30,6,6,0,PA,531,103,3108,0.0144787644787644,1,1,False,0,0,0,0,0,0
kNCZUujthnAWAJAIV13lQw,7OcQbFZ9kRYgDD5BUos0Wg,BZI1iQtX76YEwLyuL9zgKQ,3.0,2018-07-18 22:09:17,Nice view. Decent drinks. Okay food. Overpriced. You're paying for the ambiance I suppose. Still a nice place to go right on the waters,Joseph,181,2012-09-05 03:12:15,223,205,43,70,3,NJ,135,24,4979,0.0363526812612974,2,1,False,1,0,0,0,0,1
KWRL91x22RWI9EkX5KaJMQ,KYXdlR_sPs5ph--u3XgwVQ,cp5fYxa66L0tkNGkzQheKg,5.0,2018-01-07 20:36:17,I typically hate hot dogs but these hot dogs changed that. The Texas toast bun is to die for and portions are filling! The topping combos are endless and there are different dogs for each state. I always get the Cincinnati dog and have never been disappointed. The onion rings are delish too. Try it out!,Laura,39,2016-08-07 21:49:03,41,9,3,10,0,TN,304,56,3547,0.0109952072173667,1,1,False,0,0,0,0,0,0
tAf8oZ49JpUCOXAa-YfDlQ,z8uQrwzIdHMscRs61dRZnQ,8QKDQTm76m6BjPO6MtCYIA,4.0,2018-11-21 18:21:14,"I've been by here countless times but it wasn't really on my radar. I gave it a try for lunch after reading so many positive reviews. I will be back. 

I do recommend this as an affordable, family friendly diner. Everything was quite good and reasonably priced. 

It's a nice, quaint little cafe.",Rob,57,2015-08-13 02:00:13,2,16,0,9,0,IN,296,53,3907,0.0145891988738162,2,1,False,0,0,0,0,0,0
Kxfd2YZ0k5aupqUWlXc87Q,lSySdDLnXmyke0gBmsHH4w,oBNrLz4EDhiscSlbOl8uAw,5.0,2019-06-02 15:08:20,"All I have to say is that Our waiter Freddie H. was phenomenal! He recommended the Eggs Benedict combo with the fried chicken and pork debris and it was so delicious! Definitely recommend checking this place out, and if you get Freddie as your waiter, tell him that I'm still bitter that Zion is coming to the pelicans haha but then again, I wouldn't mind playing in this beautiful city with so much culture and amazing places to eat like this.",Ramon,2,2015-07-11 22:08:24,282,0,0,0,1,LA,444,81,3940,0.0005076142131979,1,1,False,0,1,0,1,0,2
G39LERkv9RbN7pK2P88EbA,Hi7N--1JwKNnyHo0-R09SQ,waWvlZPOgPkfSTsnCju4aA,2.0,2019-05-16 21:39:10,"This is a hard review for me to write. As a veteran of the industry, I never, ever, EVERY complain about service. Servers, bussers and food runners have hard jobs, and deserve all our respect. However, in the case of tbis restaurant, I have to complain (and I did during my visit).
I brought my mom here for Mother's day -we were both craving Indian food- and were seated right away. The dining room is spacious, has a nice, minimalist decor, and the music coming through the speakers was entertaining but at a very reasonable volume. 
Our server was nice enough to explain some of the menu items (menus themselves are very non-descriptive if you're not specifically familuar with South Indian cuisine). 
I'm gonna talk about the food first, then the service. 
We ordered Baijjis for appetizers: potatoes, bread or onions deep fried in a mildly spiced batter, accompanied with a very yummy yogurt sauce. Very decent. 
For entrees, my mother ordered some kind of eggplant stew, which was spicy, flavorful and frankly delicious. We did have to send the accompanying bowl of basmati rice back 3 times because it was stone cold. Alarming. 
For my entree, I ordered a Dosa: a large flat crepe, folded over and stuffed with spiced mutton, peppers and onions, accompanied with three distinct sauces. It was, admittedly, very very delicious. 
So if the food was so good, why are they getting two stars? Well the answer is simple: the Dosa took OVER AN HOUR to come out. My mother was left eating her eggplant alone while I searched for someone, anyone, to explain what was happening. We mentioned the long wait period to three different staff people as they passed by; our server very clearly avoiding coming anywhere near our table. From the conversation i saw her have with the manager, my guess is she forgot to put my order in. While that is a forgivable mistake, purposefully avoiding your tables is amateurish service, and not worth the nothing-to-sneeze-at price tag of eating at this establishment. NO ONE came over to explain what was happening except for a poor food runner obviously going out of his way to cover someone else's mistake. 
After an hour of waiting, my food finally came out, and, like I said, it was delicious. At no point did anyone (and certainly not our joke of a server) come to check how everything was or apologize. 
I've worked in the restaurant world for many years and usually, when a customer is done wrong like this, there's some kind of compensation: a discount on the check or maybe a drink or desert on the house. Not this time. No one ever even approached us. We got our bill ($50!) And never heard from any staff person again. 

Writing this review pains me, I've worked these jobs and I knowbhow hard they can be. But not taking responsibility for your mistakes is simply unacceptable. Suffice to say, we will never be returning to this establishment. I hope they can sort their service out because the food was truly delicious.",Marcos,10,2017-11-28 22:02:53,43,7,1,1,0,PA,2963,517,3069,0.0032583903551645,1,1,False,0,0,0,0,0,0
gnNXWIFGK5iCfKIiTwJtM8,jt6fBb6C0KxopoY9Vohz85,kJpoduG3wdA35WzOF_T1Aw,5.0,2019-06-16 00:00:00,"It looked better online than it did in person. I got the chicken bowl and it was filling, though the rice could have used a bit more seasoning. No big complaints, just a nice meal. Food was fresh and service was quick. Food was good and came out fast. The menu wasn't huge, which I usually prefer.. Would prob stop in again if nearby. Service was friendly and everything tasted fresh. The whole meal felt kind of uneven. Pretty normal experience, nothing bad really.",User,21,2018-06-18 00:00:00,3,2,0,0,1,TN,466,84,561,0.1041,2,2,True,0,1,0,0,0,1
nEfYhORX7xk75r0-rqvcQw,NAXmt_II8Vc_YqxkkSulYA,fMOVZ-u5IqfJ-lNOCLVm7g,3.0,2018-05-11 00:06:59,"Okaaaaay, so this is gonna be a follow up of the previous review I did of Gin when they first opened. 

Initially, I had said that when it comes to their BBQ, it's not bad. I always get the brisket, skirt steak, and short ribs. This time, we ordered the same things and chicken and the Korean Pancake.

I'll just be straight forward with the new things I ordered. The chicken was bland and okay. The pancake was pretty soft and bland, but my friend suggested putting the entire thing on the grill to make it crispy. Overall these 2 would be about a 2/5

They added 2 new sides to their bbq since the last time I visited. Their potato salad is not bad at all! I like it. It's like your potato salad that you eat anywheres else at a KBBQ. Their fishcake however is kind of disappointing. It doesn't give that nice sweet-ish taste that other fishcakes at KBBQ's give. Also.. for some reason, I feel like it gave off a grilled taste to it. Is it suppose to be like that? I had saw some grill marks coming from the fishcakes when they served it. 

The server had also told me they added a Kimchi tofu soup. That's the stuff I look for at KBBQ! I BELIEVE Little Korea and Korea House doesn't have that option. Unfortunately, I didn't order it this time, so hopefully next time! 

Overall, my experience has been more/less the same. When I'm at other KBBQ's, I seem to see myself ALWAYS picking at the sides and always asking for refills, but It's not the same here. Their kimchi just doesn't taste nice and juicy. Too pickled and not spicy. I can see they're trying to do some improvement by adding more appetizers and sides, but after several months, I still feel it's a bit unfinished. Nothing special here, but it does the job nicely! I hope they refine their recipes and add egg pot here soon!",Christian,72,2015-07-29 17:22:17,241,236,109,156,13,LA,1791,335,3922,0.0183579806221315,1,1,False,0,0,0,0,0,0
